label,success,error,r0,hp,np,o,rotation
1695/38-05X-H,True,8721122.863518337,1475.320749410332,0.11950867239298667,3,0.1148076860384104,0.30441058906865187
1695/56-05X-H,True,6989077.128773663,1244.3474377207574,0.12278739160412293,3,0.1793514909428424,4.714158501183802
1695/30-05X-H,True,1594611.4295270194,1358.2294816608755,0.03243802215786471,3,0.07832648006159125,5.374393210841078
1695/02-05X-H,True,11949285.737423375,1356.7077497296887,0.08411217458829168,4,0.2010245707905513,4.504025628501254
1695/62-05X-H,True,3155269.4451569887,1376.110553665457,0.08410920074758028,3,0.23960065051160193,3.4136218701625705
1695/54-05X-H,True,2462064.361257308,1331.2951533324006,0.0848244332061991,3,0.10987347853142453,2.79533187852755
1695/73-05X-H,True,1813388.268787068,1357.6777231942287,0.07070310660307419,3,0.1318101057273896,1.3286108376143853
1695/27-05X-H,True,1457757.1357438993,1218.8906660132216,0.06338762245633973,4,0.034483884940694584,4.711279388354524
1695/45-05X-H,True,3311839.809724155,1463.5509943060727,0.07376785638233589,3,0.25343450614191837,2.2039223259287875
1695/69-05X-H,True,2067565.9537464578,1219.551268092404,0.13625977797606298,3,0.08774358386238847,6.13724819675537
1695/11-05X-H,True,6987567.982501856,1413.8445581651015,0.0813799108236057,4,0.1429723787894139,5.631939080686402
1695/63-05X-H,True,7638225.4744280735,1297.0116730556736,0.12417845004915844,3,0.34027267261739097,5.372460281262986
1695/52-05X-H-bearb,True,2069350.169790252,1036.576227061188,0.1263230125668482,3,0.16600079057819095,6.199681341772901
1695/14-05X-H,True,2447098.3057012367,1118.8970612198868,0.10078208566074026,3,0.04821144507264143,2.877945359458139
1695/58-05X-H,True,1608101.2183833567,1301.326665545614,0.043395368987641146,3,0.1602820360043663,6.249116212428475
1695/74-05X-H,True,10779473.639479607,1361.9225688342208,0.19204832673636074,3,0.04932092623736379,4.235396486428425
1695/16-05X-H,True,17179939.94604503,1409.525958621489,0.21319746741930024,3,0.16628856896196623,5.0883210689077325
1695/51-05X-H,True,3880954.9488203875,1284.4338801563367,0.07014248089945839,3,0.2106910057092482,6.170025990825696
1695/08-05X-H,True,4566425.995192385,1366.2502510484983,0.11229030777772048,3,0.20101766220677292,2.7938645889138365
1695/19-05X-H,True,1988276.8466157976,1290.630766720401,0.17514365219229205,3,0.1429964573822785,6.1323053902506945
1695/75-05X-H,True,3162894.3854487464,1471.5285632037123,0.11053545280426719,4,0.1713436312497876,1.8204576632247687
1695/47-05X-H,True,1807503.2287320332,1340.0927612992498,0.012065514262685163,5,0.10600462994971808,4.422248938022697
1695/07-05X-H,True,4446447.544501876,1506.3448383064183,0.07909033921038426,3,0.03035431543615073,4.0223861150140285
1695/50-05X-H,True,7988235.171127595,1204.4873196523556,0.15439029212566568,3,0.2595497616010163,0.1294601112042162
1695/61-05X-H,True,6154623.912489055,1224.097718275913,0.11781879718800824,5,0.22112242041264096,2.9598733599338516
1695/03-05X-H,True,1950929.2150692465,1260.5906750473305,0.05082679909324364,3,0.04756457136268861,3.0595244301878806
1695/22-05X-H,True,2964690.4162911195,1404.02188469278,0.05395995441772737,5,0.0651413688991018,0.6567843908362401
1695/12-05X-H,True,3776624.8505924772,1420.2610694690366,0.0538245370257258,5,0.22653015090944467,3.3736508171499677
1695/26-05X-H,True,2104290.5890455754,1178.7869261362962,0.13979860918030196,3,0.05414053228838587,2.5045995099973717
1695/71-05X-H,True,1138862.2894145416,1356.2169062956123,0.06400013987278166,3,0.07370065784376024,5.641017510002684
1695/72-05X-H,True,1482983.1740793479,1294.114092453107,0.05981864270077264,5,0.01079756349211537,5.199123267422104
1695/37-05X-H,True,2204292.0387282064,1335.535960115528,0.07143350746670322,3,0.10423263121232174,4.24357595949522
1695/20-05X-H,True,10071497.032849357,1358.2805334954994,0.1561494699453165,4,0.0073270214778487445,0.26216905963700454
1695/13-05X-H,True,3700727.1679008855,1386.4832006825945,0.15601125813016434,3,0.205680872636116,5.347443231675785
1695/66-05X-H,True,1683532.5970944576,1385.3953114228889,0.017919094074611123,5,0.18324621233233368,2.8570321169137243
1695/17-05X-H,True,986550.1766863307,985.5702110905587,0.09679254544137499,3,0.12041521257828425,3.5902709138423363
1695/35-05X-H,True,10196451.006072618,1482.2220975402684,0.1158256735898138,3,0.17691987983622645,6.054431774163335
1695/42-05X-H,True,19373910.194943655,1660.1276820810854,0.10672805702302822,3,0.11922362166868862,1.6692586401137888
1695/05-05X-H,True,1065039.776134952,1359.8661906436475,0.049277866721265745,3,0.10514051919771503,3.409311152357346
1695/23-05X-H,True,2276134.7155598737,1281.8541813511238,0.13288557255556543,3,0.09354770678416835,2.341227667249313
1695/18-05X-H,True,4201913.516072255,1424.6884152137784,0.04574422212773022,5,0.07113779297795352,4.838170962733942
1695/40-05X-H,True,8998525.943398183,1591.9666178666857,0.10787203362503266,3,0.19941361698035753,1.25409660540251
1695/46-05X-H,True,3493010.99126091,1354.4238637289918,0.061836371068134444,4,0.036506624904270986,3.3666856054459693
1695/25-05X-H,True,971606.2049672292,1275.041379997366,0.032759615387700454,3,0.1357882683037073,0.20400477955572402
1695/49-05X-H,True,4331234.440445688,1440.0983383288196,0.06711737431545298,3,0.13530347293178208,5.852122860982494
1695/65-05X-H,True,1590832.6763669949,1362.9267548155672,0.047503419624081535,3,0.15968481494497053,5.876380425037564
1695/48-05X-H,True,3617358.6397194075,1310.980055299896,0.04524187226054862,4,0.1942877521652172,1.5247247224100622
1695/55-05X-H,True,18897795.951445494,1415.3518538762353,0.15557789227794666,3,0.2877370945854892,1.2915350805342392
1695/29-05X-H,True,6869794.183384274,1316.5911571018585,0.04781705293978864,7,0.20223678913126222,1.524028162972446
